Radio Station,ID,Village,Ward,District,Region,Problem,POST STATUS,Posting Status COMMENTS,Treatment Assignment,Block,Status,Success?,2015 DIWANI PART,2015 DIWANI %,Follow up?,How far to go,transpot proposed,proposed cost,per diem needed?,Date aired 1,Date Aired 2,Neema's Updates,Follow Up?,,RESPONSE FROM CALLS TO THE VILLAGE,Notes,Talk to District Level,Text messages,Pictures,Website post,Date Reporting,Problem Notes,2015 President CCM %,2015 MP Party,PRESIDENT %,MP %,Political Party of Dawani,Political Party of Mwinyikiti,CCM Vote %,Longtitude,Latitude,Population,Male,Female,Households,new,longitude_capital,Longitude
Storm FM,164,Nampalahala,Busonzo,Bukombe,Geita,Health,audio and pictures,posted,Treatment,6,Aired,,CCM,54.76%,,1.5hrs from bukombe,public transport,12000,YES,6/24,6/27,Aired and paid,,,"The villagers have raised money and started the construction of the Dispensary where it has reached the final stage; The village government has helped mobilize the people and development partners of the village to contribute to the construction of a dispensary in the village; On behalf of the Government, the Member of Parliament for the State has helped bring in stakeholders as well as donate money for the killing of the clinic.","Residents of Nampalahala Village in Bukombe District in Geita Region are facing the challenge of not having a medical clinic in their village. This village is highly populated, approximately 9000 people live in this area.The villagers mobilized themselve and built a clinic up to the level where the governmmet should come in and help finishing and brin medicine and heath workers, bu the government is yet to fullfill this promise as the Tanzanian health policy directs. This has led to pregnant women to face death challenges as they sometimes deliver their babies while on their way to the hospital, they lose alot of blood, also new babies die sometimes as the villegers explain. The nearby heath center is 18KM away. Mwenyekiti said, this is true, recently one woman lost her new born baby and her legs were amputed because she was on the way to the hospital and she got an accident. The villegers want the government to act immedietely becasue they have already done their part. Diwani said, he is aware of this issue that the people have alredy done their part, And he promised that the end of June 2021, early July, Government will send the doctors and nurses, And they will open this clinic. Our journalist went to ask DMO, and he said that they have 50 millions to finish the clinic and bring medicines and health workers, If the money is deposeted, it wont take more than 3 monthes to complete. Also this clinic was built with the help of STAMIGOLD, which is a government gold mining company, and they are willin to extend their help. ",,,,,,,CCM,CCM,63.20%,59.80%,,,,,,3618,1872,1746,512,,"-2.876906800010877, 32.22710519284826","-3.308773487350865, 31.549600241126797"
Storm FM,165,Nyawilimilwa,Nyawilimilwa,Geita urban,Geita,Water,audio only,posted,Treatment,7,Aired,,CCM,50.13%,,2 hrs from geita town,public transport,10000,NO,7/16,7/18,Aired and paid,,,Citizens have participated in digging shallow water wells for access; The government through the Geita Water and Sanitation Authority has already revived a long-running water project to save the villagers.,"Most people in this village are famers, some are businessmen and livestock keepers. Villegers are complaining that they dont have water infrastructure, They say some surveyors from RUWASA did come to survey but didnt get any water sorces, now they are facing diseases, they walk many hours to fetch water from natural water sources. which they share with animals. The water is not safe or clean. WEO said if the government brings water, peole will be very happy since they are walking too far and they fail to engage in economic activities. Diwani said that he is aware of the situations and he visited RUWASA manager and he said they are having a huge water project coming,  and he asked him to atleast drill one well while waiting for this huge project. We went to ask RUWASA manager and he confirmed that there aving this huge project, They have found the contractor, they will start in coming two weeks. and if the project is complete water will be of aboundancy it will be available for all 19 ward of Geita urban district and they can have acces to share with some wards of the nearby district. ",,,,,,,,,,,,,,,,,,,,,"-2.876906800010877, 32.22710519284827","-2.736, 32.1225"
Storm FM,166,Mgusu,Mgusu,Geita urban,Geita ,Health,"No pictures, audio, videos",,Control,7,,,CCM,51.40%,,1hr from geita town,public transport,10000,NO,,,,,,,Wakazi wa kijiji cha Mgusu wilaya ya Geita wamelalamikia hatua ya ukosefu wa nishati ya umeme katika Zahanati ya kata hiyo hali inayowalazimu kutumia mwanga wa tochi na simu wakati wa kupatiwa Matibabu nyakati za usiku.,,,,,,,CCM,CCM,63%,55%,,,,,,7959,4075,3884,1637,,"-2.876906800010877, 32.22710519284828","-2.854866925708884, 32.048320749216046"
TK FM,167,Mtiti,Kigombe,Muheza,Tanga,Water,,,Control,1,,,CUF,51.67%,,fromMuheza 2.5 hrs,public transport and bodaboda,to confirm,YES,,,,,,,,,,,,,,CCM,CCM,68.70%,70.50%,,,,,,1079,588,491,243,,"-5.0858537111288635, 39.09719197443084","-5.293291941193774, 38.98663409505736"
TK FM,168,Bondo,Kwamge,Handeni,Tanga,Water,,,Control,2,,,CCM,66.27%,,from Muheza 1.5 hrs,public transport and bodaboda,to confirm,YES,,,,,,,,,,,,,,CCM,CCM,72.60%,75.80%,,,,,,,,,,1,"-5.0858537111288635, 39.09719197443085","-5.384065615151553, 38.57922502200945"
TK FM,169,Kwakibuyu,Songa,Muheza,Tanga,Water,,,Control,3,,,CCM,77.49%,,From Muheza 2 hrs,Public transport and bodaboda,"30,000",YES,,,,,,,,,,,,,,CCM,CCM,68.70%,70.50%,,,,,,827,400,427,191,,"-5.0858537111288635, 39.09719197443086","-5.28823085928862, 38.66732826837016"
TK FM,170,Mto wa Mbuzi,,Muheza,Tanga,Water,,,Control,4,,,NIL,NIL,,,,,nil,,,"Dylan, please work on this one.",,,,,,,,,,,CCM,CCM,68.70%,70.50%,,,,,,,,,,,"-5.0858537111288635, 39.09719197443087",
TK FM,171,Stahabu,MikInguni,Pangani,Tanga,Water,,,Control,5,,,CCM,59.10%,,,,to confirm,NO,,,,,,,#kumekuwa na shida ya maji ambapo wanachi hulazimika kutembea umbali mrefu wa km 08 mpaka 09 kutafuta maji ambayo pia bado si salama na wakati mwingine hutegemea maji ya mvua kwa kuyahifadhi muda mrefu bila ya tahadhari zozote za kiafya.,,,,,,,CCM,CCM,56.90%,51.60%,,,,,,1844,914,930,431,1,"-5.0858537111288635, 39.09719197443088","-5.577728215776323, 38.94301632416324"
TK FM,172,Mavovo,Bwiti,Mkinga,Tanga,Health,,,Control,6,,,CCM,78.77%,,from maramba 1,public transport,5000,YES,,,,,,,Lack of health care has led to deaths and economic deterioration due to communities resorting to superstition.,,,,,,,CCM,CCM,59.70%,54.90%,,,,,,2708,1356,1352,537,,"-5.0858537111288635, 39.09719197443089","-4.782497065279218, 38.81621664631481"
TK FM,173,Mbuyuni,Mapatano,Mkinga ,Tanga,Health,,,Control,7,,,CCM,72.68%,,,,to confirm,YES,,,,,,,The challenge of the absence of a health facility in the village has led to pregnant women giving birth at home through traditional specialists (midwives) if the method is not friendly or safe for the mother and child.,,,,,,,CCM,CCM,59.70%,54.90%,,,,,,1124,556,568,266,,"-5.0858537111288635, 39.09719197443090","-4.896607076430122, 38.84832735515576"
TK FM,174,Mianga,Bwembwera,Muheza,Tanga,Water,CHECK THE RIGHT WARD,"posted, needs pictures",Treatment,1,Aired,,CCM,68.52%,,from muheza,public transport AND bodaboda,"10,000",YES,7/21,7/25,Aired and paid,,,,"Changed from Mianga - THIS ELIGIBLE FOR TK -- There is no water instrastructure at all, it has never been there, so villagers rely on water from well and streams. That water is not safe because it is built nearbye toilets. These river streams are also dried up during drought season.  Went to mwinyikiti who admitted that there is a problem. What has he done to solve the problem? Brought it to ward level meetings and discussed and they said that the government will chip in and bring surveyors. The WEO and WEO said that they have built seven wells in two villages, but there are four wells in that ward and they are reliable, and thye do not have any diseases. Now they are planning to build more, but they are relying on handouts from rich people and other sources. Diwani said that he brought this issue to the district level, and the district said that they are going to deal with it. Then he want to RUWASSA. RUWASSA managers in Handeni district said that they have 755 of all villages with access to water infrastructure, and there are some 60 villages do not have water infrastructure, and now they have a big project coming for the completion of this project, and one of the villages that this project is going to touch is Mianga. 

Sound is good and sound effects. ",,,,,,,CCM,CCM,68.70%,70.50%,,,,,,1590,812,778,390,,"-5.0858537111288635, 39.09719197443091","-5.188173552553602, 38.71613897754359"
TK FM,175,Majani Mapana,Kabuku Ndani,Handeni,Tanga,Water,only audio available,"posted, needs photos",Treatment,2,Aired,,CCM,80.24%,,From Kabuku 1 hr,Public transport and bodaboda,"20,000",YES,5/19,5/22,Aired and paid,,,,"The Majani Mapana Village faces a major water challenge. The villagers claim that they have no water at all and rely on rainwater, which also does not satisfy their needs because it is seasonal. They have to walk 15 KM from the village to reach the pool water; where the biggest victims on the issue are women and girls whereby they spend many hours searching for water until midnight, a situation that causes economic instability, broken marriages and moral erosion. There has been a supply of tap water in the village but the water does not flow for a long time, that is, for almost a month water may not flow from the pipes. Many residents of Kabuku areas have developed a rainwater harvesting system which also costs them a lot of money to build the system. The high cost for building the system makes it difficult for poor families not able to create a harvest system and lead them to asking for water from the families that have developed such systems. It has been reported that Kabuku County has had a lot of water infrastructure but there is still a serious shortage of water, and that is because many tap are broken and pipes are burst. An alternative to dealing with water scarcity is to buy water which is also very expensive; whereas in the village of Majani Mapana the water is sold for 500TSH instead of the government guide price which is 100TSH. The water crisis in Kabuku Ndani ward has been around for ten years now, whereby it has been reported that most of the blame goes to the leaders who were elected and fail to deliver on the promises they made during the election. In addition, our journalist made contact with the Kabuku Ward Executive where the leader completely refused to conduct an interview with the journalist after arriving at his office. Also, our journalist continued to search for the Handeni District Commissioner who had visited the ward two days before, and despite contacting him he still did not give any response, so, those efforts hit a snag.",,,,,,,CCM,CCM,72.60%,75.80%,,,,,,,,,,,"-5.0858537111288635, 39.09719197443092","-5.085232503454164, 39.075820712015116"
TK FM,176,Gare,Magaroto,Muheza,Tanga,Health,only audio available,"posted, needs photos",Treatment,3,Aired,,CCM,70.91%,,From Muheza 1.5hrs,Public transport and bodaboda,"15,000",YES,6/16,6/19,Aired and paid,,,,"""Uhuru or PFM"" -- The issue is that they do not have a clinic. There are seven villages all sharing one clinic. They do not have clinic and they have very poor infrastructure. You have to take a boda boda if a person is sick, so it’s a disaster to try to get health care. the nearbye clinic is 3-5 km away. this village is 19 clinics away from muheza to get to district hospital. if they call the ambulance there is a sick person in the village, they have to meet at least at the center. what people said about this issue about infrastructure - people say they are blaming the diwani and saying that he does not do enough or listen to what they are saying. VEO admits that there is a problem. VEO said he got health insurance for the elderly. Journalist did not ask if there is any place where the village has taken some initial steps. The WEO said of course there is no clinic, and the efforts - he said he wants to build 2 villages in each of the 7 villages. That is probably a lie. 

DID NOT GET TO DIWANI OR DISTRICT HEALTH OFFICER",,,,,,,CCM,CCM,68.70%,70.50%,,,,,,2118,932,1186,486,,"-5.0858537111288635, 39.09719197443093","-5.109565586086609, 38.74173853899917"
TK FM,177,Shamba Kapoli,Mhamba,Muheza,Tanga,Water,only audio available,"posted, needs photos",Treatment,4,Aired,,CCM,83.58%,,From Muheza 2hr,Public transport and bodaboda,"20,000",YES,6/18,6/20,Aired and paid,,,,"Used to be Mto wa Mbuzi ""NEED VOA, otherwise Uhuru or PFM"" This ward has three villages and in this village there is no reliable water source - one well which is dug very far from the water source. They have only two water sources, one is the well and the other which is a stream which is there in the rainy season - they can dig in the stream to fetch water which is not clear or safe. So the issues that have come out of that. They do not have nough time for economic activities and it creates family issues - jeleous issues. There is also a rape issue - when girls and women go they are put at risk. So the journalist asked the citizens why is this problem not being solved. The citizens say the leaders do not have valid or vivid plans - so theywonder why the issue is not being solved. The journalist goes to the WEO and the WEO said yes he is aware of that issue, and they are lanning to dig one more well. The WEO went to ask for help with the TANESCO people who are located at Pangani River. He went and TANESCO said they are ready to give water, but you have to go to the district to come and survye and find the pipelines to pass by, then TANESCO will give funds. Journalist went to Diwani who complained but did not have very much to say. They said that water is very expensive in that village. So he went to Ruwasa and Ruwasa people said that they know of the problem, but it is because of ht egeographical ocation of the village. The Ruwasa manager said that revenue is an issue, so they do not have enough money. So Ruwasa is calling out to NGOs but has a project coming in which will go to two wards, Muhamba and Songa, but the project will not touch Mto wa Mbuzi. The problem is the geographic location of that village, so the village will not solved. 

Why didn't we go and tlak to the surveyors and find out how they can get the help that they need from TANESCO. They interviewed the WEO and he said he already went to WEO and tried to get TANESCO to help. If he can go to TANESCO, then it will be a pretyt good episode. ",,,,,,,CCM,CCM,68.70%,70.50%,,,,,,806,431,375,197,,"-5.0858537111288635, 39.09719197443094","-5.311989513444591, 38.640555827361084"
TK FM,178,Buyuni,Mkwaja,Pangani,Tanga,Health,audio and content,"posted, needs update",Treatment,5,Problem,,CUF,50.72%,,from mkwaja ,public transport and bodaboda,"35,000",NO,,,,,,,"The main issue is clinic, and the village is not accessible by car, its in the middle of Saadani national park. VEO said The nearby clinic is 14KM away. There is a clinic built by an investor and its in the last stages of construction. not having a clinic has made the children face malnutrition diseases. Also the women are more affected, as they dont go to clinic and they dont get education on the balanced diet. thats why the issue of malnutrition is a huge challenge. Going to the clinic is very expensive, from Tsh. 10000 to Tsh. 15000 and also when you visit the clinic, the medicines are not free, you have to buy. ",,,,,,,CCM,CCM,56.90%,51.60%,,,,,,206,117,89,56,,"-5.0858537111288635, 39.09719197443095","-5.997349037031577, 38.754753310171374"
TK FM,179,Mkizi/muzi,Bosha,Mkinga,Tanga,Water,only audio is available on whatsapp,"posted, needs audio",Treatment,6,Aired,,CCM,72.76%,,"from maramba,  1 hr",public transport and transport,"10,000",YES,7/20,7/24,Aired and paid,,,"They work 5 KM to fetch water from a river which water is not safe and clean and to find water for drinking they have to go fr 15KM in Daluni ward, becasue they share with livestock. Sub village Leader said that there is a water project on going which is near the end. It affects them as they fail to engage in economic activities and fail to take care of their children. Citizens want the government to bring them water of buid a water refirery station. RUWASA in Mkinga said that, there is a team of surveyors in Daluni, and in Gombero and after that they will visit this village, and He acknoledged the problem. We have 3 billions to do water projects",Residents of the village have been using river water as their main source of drinking water that is not clean and safe.,,,,,,,CCM,CCM,59.70%,54.90%,,,,,,,,,,1,"-5.0858537111288635, 39.09719197443096","-4.882025644593432, 38.71820487158919"
TK FM,180,Mtoni bombo,Daluni,Mkinga,Tanga,Education,pictures and audio available on whatsapp,posted,Treatment,7,Aired,,CCM,58.96%,,from maramba 1hr,public transport,"10,000",YES,7/16,7/18,Aired and paid,,,,"Students have been walking 10 km to get secondary education,  It is very expensive to get to school (around Tsh.2000) and parents cant afford. Kids are always late going to school. Leading to not performing well in school.  Now parents have to rent rooms for their kids to stay near the school a situation that is leading to an increase in teenage pregnancy.Mwenyekiti said he knows about this situation and we have talked about building hostels for children, Also we have plans for building a secondary school, also the RC was here and urged us to start construction immedeately. But the area we want to build the school is not conducnsive as it is in mountains, so we want to find another area. We spoke to Ward education officer. and he said that this village has area to build school and now we have started initiations to start construction, we spoke about this in the district. He also commented on district matters that the district wants to build the school in one subvillage of Bombo Mbuyuni. They have the area set, and we woll build it there. Before there was a conflict between two subvillages, but now we are all clear.",,,,,,,CCM,CCM,59.70%,54.90%,,,,,,845,422,423,194,,"-5.0858537111288635, 39.09719197443097","-4.653500404895744, 38.775376975085834"
Uyui FM,181,Upuge,Upuge,Nzega,Tabora,Water,,,Control,1,,,CCM,100%,,1.5hr from tabora mjini,public transport,14000,NO,,,,,,,,,,,,,,CCM,CCM,64.40%,65.30%,,,,,,2020,1000,1020,351,,"-5.028142942311789, 32.8180228962791","-4.882131614099953, 33.016997371463596"
Uyui FM,182,Tutuo,Tutuo,Sikonge,Tabora,Education,,,Control,2,,,CCM,49.47%,,1hr from tabora town,public transport,8000,NO,,,,,,,,,,,,,,CCM,CCM,67.70%,58.20%,,,,,,5106,2410,2696,1039,,"-5.028142942311789, 32.8180228962792","-5.482270258716586, 32.66541698523291"
Uyui FM,183,Ukondamoyo,Kipanga,Sikonge,Tabora,Infrastructure,,,Control,3,,,CCM,59.14%,,2hrs from tabora mjini,public transport,18000,NO,,,,,,,The village of ukondamoyo is facing a road infrastructure problem so some commodities are rising due to transport challenges for traders,,,,,,,CCM,CCM,67.70%,58.20%,,,,,,4439,2285,2154,722,,"-5.028142942311789, 32.8180228962793","-5.143832474938472, 32.09857605819895"
Uyui FM,184,Kabila,Kabila,Taboral Rural,Tabora,Water,,,Control,4,,,CHADEMA,52.68%,,3hrs from tabora mjini,public transport,6000,NO,,,,,,,Villagers have been walking long distances in search of water and some have been attacked by wild animals while searching for water,,,,,,,CCM,CCM,74%,64.40%,,,,,,1456,735,721,287,,"-5.028142942311789, 32.8180228962794","-4.826250060360314, 32.78318110320754"
Uyui FM,185,Kazaroho,Igwisi,Kaliua/Urambo,Tabora,Water,,,Control,5,,,CCM,41.19%,,from urambo to kazaroho 1hr,to confirm,10000,YES,,,,,,,,,,,,,,CCM,CUF,57%,43.70%,,,,,,3205,1608,1597,568,,"-5.028142942311789, 32.8180228962795","-4.9885060871529205, 31.853494537460882"
Uyui FM,186,Mpogolo,Tambalale,Igunga,Tabora,Water,,,Control,6,,,CCM,62.27%,,FROM FIMBO to Mpogolo,public transport and bodaboda,"25,000",YES,,,,,,,,,,,,,,CCM,CCM,65.70%,58.90%,,,,,,2366,1167,1199,351,,"-5.028142942311789, 32.8180228962796","-4.6011948024857805, 33.57198882652451"
Uyui FM,187,Usagari,Usagari,Nzega,Tabora,Health,audio and pictures,"posted, need story update",Treatment,1,Aired,,CCM,77.97%,,1.5hr,public transport,16000,NO,4/22,4/24,Aired and paid,,,The village leadership has convened a meeting with the people to discuss and agree that every citizen should contribute 30 thousand shillings to start the construction of a dispensary fence; citizens have begun donating money for construction,"The Usagari village has started seventy years whose residents involved in agricultural activities especially food crops and tobacco business. Chairperson reported that residents of this village are still facing the challenge of the lack of clinics. The situation causes maternal maternal to give birth along the way without care of health workers; And some citizens lose life before they get the service due to the distance of health centers. The villagers claim that their village does not have a health clinic since the health facilities are very far away to deal with pregnant women to give birth along a way to receive health care. It has been reported to have a remote pharmacy that has been as an alternative to access to a close health care whereby a sick person is given medication except for a dangerous disease as high BP whereby the patient should be given medication if shows prescriptions from the Doctor. Citizens have reported this challenge to the leaders in the village meetings, and there have been an area that is ready for the construction of the clinic but no other steps were done. Working up and leaders tell them that this issue is being processed. Therefore, citizens ask the government through its leaders including the Madingati ward councilor to help them move the service of the clinic around them as mothers are the main victims for lack of health care. In addition, our journalist managed to interview the ward councilor who admitted to know the challenge of lack of health care in his ward. He has said that there have been strategies planned with the village leaders of Usagari on what should be done in solving the challenge, and the current goal is to ensure from the harvest season until the end of 2021 the clinic to be completed; He added that as the Chairman of the Nzega District Committee encourages the people to establish the possibility of the Council to complete the clinic building of Usagari. The councilor added, the challenge of the clinic in Usagari village has been reported to the Council and explained to the DMO, but due to the procedure that is very rarely the Council will receive money to start the building and finish, so, it is a protocal to start the construction at the village level first to a point where the Council will continue and complete. Previously, the citizens were reluctants to contributions since they could not evident success in their contributions; So, extra effort has been used to educate and persuade citizens to contribute money and follow up if the money really solves a problem. And these contributions are expecting to be suggested at a period of harvesting so that may not burden their responsibilities. So, until the end of the year the clinics will be completed. Our journalist has spoken to the DMO of Nzega and explaining that there are about 158 ​​villages in the Nzega Council where there is a shortage of clinics in some of these villages; And the size of the village varies, as there are other small village which also seem difficulty to reach and health services are not available closely. She acknowledges the challenge of mothers giving birth along the way with no guidance, although no evidence on deaths of people from the challenge. Nevertheless, they have been insisting in each village to establish the construction of the clinic until the level of lentar in accordance with the existing procedures, where the government through the Council will help the completion of the construction, as well as bringing health workers and medicine. They expect to earn 200Mil TSH from the budget to complete the construction of three clinics; Councils are also separately saving domestic revenue funds in order to help complete the clinic that has reached the steps to be handed over to the Council to finish the construction. However, the Council has not set aside any money for the construction Usagari Clinic as they are still in low steps of completing the construction, so he urges the Usagari villagers to contribute and volunteer to lift the construsction at least reach the point of lenta then the Council will assist the rest.",,,,,,,CCM,CCM,64.40%,65.30%,,,,,,,,,,1,"-5.028142942311789, 32.8180228962797","-4.886096871070618, 32.50951963626708"
Uyui FM,188,Usuga,Usunga,Sikonge,Tabora,Education,audio and content,posted,Treatment,2,Aired,,CCM,45.68%,,2hr from tabora town,public transport,18000,NO,5/12,5/16,Aired and paid,,,The district commissioner visited Usunga village and held a local meeting with the village leadership; No further action was taken by the citizens or village leaders,"Main issue at this village is that school has no toilets for their students. Te rains of thos season has left the school toilets damaged, and students can not use them. The school has 713 students, and they are all using the temporarly made toilets which are not enough and safe. This has led to studednt not performing well in class, becasue when they want to go to the toilet, they have to go at their homes or nearby houses. also they are in danger of getting eruption of dideases like diarrheah. The teachers worry on the safety of their students, and the hedmaster said, if an incident like this happens, the rules direct him to close the school until the situation is fixed. But they can not do so, becasue they have many students and they cant afford to do so. People say they contributed Tsh.2000 an d5 blocks each HH for contruction of the school, but nothing has been doneMwenyekiti admits the issue and said he can not comment on the issue becasu he was not in the office while citizens were contributin Tsh. 2000 per HH and nothing has been done. Diwani says the same thing as he is new to the office, but he heard that HH contributed Tsh. 200 and 5 blocks. But the blocks were reallocated to build teachers houses withough conent of the citizens. He adds that he told the district to have an emergency funds basket for disasters like thisone. We went to the District and he said they bult the emergency toilets, but people should help themselves in this matter as government can not solve everything. DC did not like the idea of realocating peoples contribution to other uses, they should consentwith citizen, we will diciplin them all. He promised to act immedeatelly since they have building materials bank like bank of blocks for construction.  So people should organize themselves and start small steps like digging the baseline, and we will jump in. ",,,,,,,CCM,CCM,67.70%,58.20%,,,,,,1707,844,863,361,,"-5.028142942311789, 32.8180228962798","-5.707038196679471, 32.9413745770036"
Uyui FM,189,Kasisi,Pangale,Sikonge,Tabora,Education,audio and pictures,posted,Treatment,3,Aired,,CCM,59.74%,,30min from tabora town,public transport,5000,NO,6/21,6/29,Aired and paid,,,The district council has allocated a budget of 30 million for the new construction and completion of classrooms and the council has already provided 5 million for the commencement of implementation; No action has been taken by the citizens as well as the village government,"In an unusual case, Primary School students have been forced to use one room for three classrooms after a classroom building collapsed in the wind last year. So far no action has been taken.",,,,,,,CCM,CCM,67.70%,58.20%,,,,,,2718,1346,1372,471,,"-5.028142942311789, 32.8180228962799","-5.137734898147757, 32.15085110775625"
Uyui FM,190,Misha,Misha,Taboral Rural,Tabora,Infrastructure,audio and pictures,posted,Treatment,4,Aired,,CCM,62.52%,,2hrs from tabora town,bodaboda,15000,NO,7/1,7/2,Aired and paid,,,Councilor has done more monitoring TARURA; Citizens have volunteered to bury some potholes in the middle road; Tabora Municipality has dedicated road carving machines; TARURA has not taken any action and has not yet provided a budget for fuel for road construction equipment provided by the municipality.,"The village has a fertile land for crops, vegitable and fruits. The main issue poor infranstructure, This made that, there is no means of transportation, No car or Bodaboda that can reach this village. They have to walk for 2 KM to a nearby road. Farmers get challenges to access the market because there are no means of transportation to carry their produced goods. Also heath care is an issue when people get sick. They have to walk to the hospita. Mwenyekiti said they reported to Diwani, and diwani has already talked to TARURA. For now, we mobilized the villegers to start reparing the road using their local tools. He admited that people face chalenges to sell their crops.Also the sich and pregnant women are more affected. The use of local tools wont make this road be sustainable as when we use the TARURA equipments. TARURA said they are now on process of finding money to pave the way.( fuel for equipment) (catterpillar, escavator) there is no smooth communication between TARURA and DED. Also TARURA can start repairing the roads withought asking the Diwanis on what are the priorities. He said he will get money to repair the roads. The president wanted TARURA to be given money to repair roads. And the equipments are here, only the TARURA people are the ones to get money for fuel.  Follow up with TARURA and Misscommunication issue as Diwani said, Between DED and TARURA",,,,,,,CCM,CCM,74%,64.40%,,,,,,948,476,472,202,,"-5.028142942311789, 32.8180228962800","-4.923826503527921, 32.73028018601045"
Uyui FM,191,Ufulaga,Igagala No5,Kaliua,Tabora,Wildlife,audio and pictures,posted,Treatment,5,Aired,,CCM,51.35%,,,to confirm,to confirm,NO,7/7,7/10,Aired and paid,,,"The government has not continued with the relocation operation; No further action was taken by the citizens or village leaders

Vijiji vilivyo katika hifadhi za misitu wilayani kaliua mkoani Tabora vimefutwa kwenye orodha ya misitu na uhifadhi ambapo wananchi wa maeneo hayo wameruhusiwa kufanya makazi

Mwenyekiti wa kamati ya kisekta ya mawaziri nane(8) William Lukuvi amethibitisha maamuzi hayo yaliyofikiwa na serikali ili kutatua migogoro ya ardhi ambayo imekuwa ikiendelea mkoani Tabora

Sambamba na kurasimisha vijiji vijiji vilivyosajiliwa amesema kuwa serikali itaongeza baadhi ya maeneo kutoka katika hifadhi na kuwapatia wananchi na ameonya mamlaka za uhifadhi kuacha kuhamisha wakazi katika vijiji vyao

Kamati ya kisekta ya Baraza la mawaziri inayoshughulikia utatuzi wa migogoro ya ardhi kwenye maeneo ya hifadhi ikifika mkoani Tabora kwa ajili ya kutoa uamuzi wa serikali baada ya tathmini iliyofanywa na mawaziri wa kisekta  kuhusu migogoro hiyo

Taarifa ya kuhamishwa wananchi kwa nguvu katika vijiji wilayani Kaliua iliripotiwa kupitia Uyui FM
","This is an unregistered village, where by the Villagers have been expelled from the village and their houses have been burned,their properties are confiscated by TAWA (Tanzania Wildlife Management Authority).During the incident a three old child was burned to dealth in the house.Currently villagers have no place to leave,no water, shelter and other services. Villegers complain thata TAWA was established when they were already living in this area, People said that we were given permission by Urambo district before it went to Kaliua, they were collecting the revenues. They gave us permission. to live but now they say otherwise. Mwenyekiti said the government brought every social service like electrocoy, school and teachers. But government wanted this area to be under conserved area and people were odered to evacuate. They went to court to sue the government but the case was not seattled by the judge. Diwani said its true that the village was unregistered, but he complained that people from TAWA take actions withough consultim them, he urged all people who are displaced to go to nearby villages to get their land, as oneacre is sold up to Tsh. 50000.  DC said, it was an operation, we gave notice about this operation, and its true that operation is not a negotioton that if the day is due, then if you leave your crops, belongings will be destroyed. The people who were living there they were living illegally in this. He didnt ackonowledge that this operation used extentive force leading to death of this child. DC said he is very new he needs time to understand this and he is following up very close.Police is still following up if there were any atrocities in this. ",,,,,,,CCM,CUF,57%,43.70%,,,,,,,,,,1,"-5.028142942311789, 32.8180228962801","-4.933685187252053, 31.629228998931364"
Uyui FM,192,Utuja,Igoweko,Igunga,Tabora,Water,audio and pictures,posted,Treatment,6,Aired,,CCM,62.51%,,from igunga to fimbo then utuja 2hr,public transport and bodaboda,"17,000",YES,TBD,TBD,Aired and paid,,,No updates yet,,,,,,,,CCM,CCM,65.70%,58.90%,,,,,,2450,1273,1177,342,,"-5.028142942311789, 32.8180228962802","-4.7475178443683275, 33.605499999208014"
VOS FM,193,Lyapona,Matai,Kalambo,Rukwa,Health,,,Control,1,,,CCM,74.41%,,"fo will settle at Matai, from Matai  1hr",bodaboda,"10,000",YES,,,,,,,Maji.na zahanati nimoja kati ya changamoto katika.kata hii ya matai,,,,,,,CCM,CCM,56%,53%,,,,,,3938,1931,2007,777,,"-7.960519700466374, 31.611196728799985","-8.783636117860194, 31.689201456196045"
VOS FM,194,Mao,Mao,Nkasi,Rukwa,Health,,,Control,2,,,NIL,NIL,,"fo will settle at namanyere, from here is 1.5 hrs",bodaboda,to confirm,YES,,,,,,,,,,,,,,CCM,CCM,56%,51%,,,,,,3095,1494,1601,615,,"-7.960519700466374, 31.611196728799986","-8.132567951971302, 31.433332981239708"
VOS FM,195,Mtowisa,Mtowisa,Sumbawanga,Rukwa,Health,,,Control,3,,,CCM,66.88%,,1hr from sumbawanga town,public transport,"5,000",NO,,,,,,,,,,,,,,CCM,CCM,56%,52%,,,,,,3789,1885,1904,790,,"-7.960519700466374, 31.611196728799987","-7.815332238546055, 31.723951343302083"
VOS FM,196,Laela,Kaengesa,Sumbawanga,Rukwa,Infrastructure,,,Control,4,,,CCM,44.59%,,1hr from Sumbawanga town,public transport,"5,000",NO,,,,,,,"Tatizo ni ubovu wa barabara kwa muda mrefu hali inayopelekea
 ukosefu wa huduma za kijamii…",,,,,,,CCM,CCM,56%,52%,,,,,,1967,928,1039,369,,"-7.960519700466374, 31.611196728799988","-8.57632121932971, 32.04626618797732"
VOS FM,197,Kipwe,Kasanga,Nkasi,Rukwa,Health,,,Control,5,,,CHADEMA,54.30%,,"from Namanyere, 1hr",public transport and bodaboda,"15,000",YES,,,,,,,Villagers are complaining about poor road conditions and a lack of clinics leading to more services in neighboring Zambia.,,,,,,,CCM,CCM,56%,51%,,,,,,1424,694,730,302,,"-7.960519700466374, 31.611196728799989","-8.462947365686551, 31.14220626148877"
